Name,Contract__r.Name,Contract__r.Account__r.Account_Code__c,Contract__r.Account__r.Nhom_Khu_vuc_KH__c,Contract__r.Account__r.BillingAddress,Product__r.STONE_Color_Type__c,Product__r.StockKeepingUnit,Product__r.Family,Product__r.Product_description_in_Vietnamese__c,Segment__c,Created_Date__c,Delivery_Date__c,Product_Discription__c,Length__c,Width__c,Height__c,Quantity__c,Crates__c,m2__c,m3__c,ml__c,Tons__c,Sales_Price__c,Charge_Unit__c,Total_Price_USD__c
Bluestone Tiles 60402.5 (40),04/A-X499/21,X49,Nhóm đầu 4,"{""city"":""CO DUBLIN"",""country"":""Ireland"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""D11 XK03"",""state"":null,""street"":""BULLSTOWN, THE WARD""}",BLUESTONE,MB7.1GCR0-0600400025,Interior_Tiles,"BLUESTONE, Đá lát-Giả cổ rung",Premium,2024-03-28,2021-05-05,Bluestone Tiles  Antique vibrated (Vietnostyle),60,40,2.5,1680,42,403.2,10.08,1008,27.22,20.6,USD/M2,8305.92
Bluestone Tiles 60402.5 (40),03/A-X499/21,X49,Nhóm đầu 4,"{""city"":""CO DUBLIN"",""country"":""Ireland"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""D11 XK03"",""state"":null,""street"":""BULLSTOWN, THE WARD""}",BLUESTONE,MB7.1GCR0-0600400025,Interior_Tiles,"BLUESTONE, Đá lát-Giả cổ rung",Premium,2024-03-28,2021-06-26,Bluestone Tiles  Antique vibrated (Vietnostyle),60,40,2.5,5040,126,1209.6,30.24,3024,81.65,20.6,USD/M2,24917.76
Bluestone Tiles 60402.5 (40),02/A-X499/21,X49,Nhóm đầu 4,"{""city"":""CO DUBLIN"",""country"":""Ireland"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""D11 XK03"",""state"":null,""street"":""BULLSTOWN, THE WARD""}",BLUESTONE,MB7.1GCR0-0600400025,Interior_Tiles,"BLUESTONE, Đá lát-Giả cổ rung",Premium,2024-03-28,2021-05-22,Bluestone Tiles  Antique vibrated (Vietnostyle),60,40,2.5,1680,42,403.2,10.08,1008,27.22,20.6,USD/M2,8305.92
Bluestone Cubic 20105 (360),02/A-X499/21,X49,Nhóm đầu 4,"{""city"":""CO DUBLIN"",""country"":""Ireland"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""D11 XK03"",""state"":null,""street"":""BULLSTOWN, THE WARD""}",BLUESTONE,MB1.1GCR0-0200100050,Exterior_Tiles,"BLUESTONE, Cubic-Giả cổ rung",Common,2024-03-28,2021-05-22,Vietnamese Bluestone Cobbles  Antique vibrated + calibrated + tumbled,20,10,5,6840,19,136.8,6.84,1368,18.47,22.2,USD/M2,3036.96
Bluestone Cubic 10105 (720),02/A-X499/21,X49,Nhóm đầu 4,"{""city"":""CO DUBLIN"",""country"":""Ireland"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""D11 XK03"",""state"":null,""street"":""BULLSTOWN, THE WARD""}",BLUESTONE,MB1.1GCR0-0100100050,Exterior_Tiles,"BLUESTONE, Cubic-Giả cổ rung",Common,2024-03-28,2021-05-22,Vietnamese Bluestone Cobbles  Antique vibrated + calibrated + tumbled,10,10,5,6480,9,64.8,3.24,648,8.75,22.6,USD/M2,1464.48
Bluestone Cubic 20105 (360),01/A-X499/21,X49,Nhóm đầu 4,"{""city"":""CO DUBLIN"",""country"":""Ireland"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""D11 XK03"",""state"":null,""street"":""BULLSTOWN, THE WARD""}",BLUESTONE,MB1.1GCR0-0200100050,Exterior_Tiles,"BLUESTONE, Cubic-Giả cổ rung",Common,2024-03-28,2021-04-10,Vietnamese Bluestone Cobbles  Antique vibrated + calibrated + tumbled,20,10,5,10080,28,201.6,10.08,2016,27.22,22.2,USD/M2,4475.52
Absolute Basalt Palisade 150258 (14),02/A-X269/24,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-1500250080,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",Premium,2024-03-27,2024-05-31,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled",150,25,8,126,9,47.25,3.78,189,11.15,30.5,USD/PC,3843
Absolute Basalt Stair 1253515 (8),02/A-X269/24,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1CTA2-1250350150,STAIR,"BAZAN ĐEN, Bậc thang-Mặt trước chẻ tay tự nhiên, các cạnh còn lại đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2024-03-27,2024-05-31,"Absolute Basalt Stairs Front side natural split, other sides flamed + water jet, beveled 3mm",125,35,15,16,2,7,1.05,20,3.1,69.14,USD/PC,1106.24
Absolute Basalt Stair 1503515 (6),02/A-X269/24,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1CTA2-1500350150,STAIR,"BAZAN ĐEN, Bậc thang-Mặt trước chẻ tay tự nhiên, các cạnh còn lại đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2024-03-27,2024-05-31,"Absolute Basalt Stairs Front side natural split, other sides flamed + brushed, beveled 3mm",150,35,15,12,2,6.3,0.95,18,2.79,81.19,USD/PC,974.28
Absolute Basalt Palisade 100258 (20),02/A-X269/24,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-1000250080,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2024-03-27,2024-05-31,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,100,25,8,120,6,30,2.4,120,7.08,20,USD/PC,2400
Absolute Basalt Stair 1003515 (10),02/A-X269/24,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1CTA2-1000350150,STAIR,"BAZAN ĐEN, Bậc thang-Mặt trước chẻ tay tự nhiên, các cạnh còn lại đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2024-03-27,2024-05-31,"Absolute Basalt Stairs Front side natural split, other sides flamed waterjet finished, beveled 3mm",100,35,15,20,2,7,1.05,20,3.1,54.43,USD/PC,1088.6
Black Basalt Tiles 100603,0124/X112,X11.2,Nhóm đầu 1,"{""city"":""KL, Hengelo GLD?, GELDERLAND"",""country"":""Netherlands"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""7255"",""state"":null,""street"":""Bronkhorsterstraat 9""}",BLACK BASALT,BX7.2DOX1-1000600030,Interior_Tiles,"BAZAN XÁM, Đá lát-5 mặt đốt chải, vạt mép 2mm",Super premium,2024-03-25,2024-06-14,"BLACK BASALT Tiles  
5 side flamed, 2mm chamfered",100,60,3,25,1,15,0.45,25,1.22,36,USD/PC,900
Black Basalt Stair 10035/3015,0124/X112,X11.2,Nhóm đầu 1,"{""city"":""KL, Hengelo GLD?, GELDERLAND"",""country"":""Netherlands"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""7255"",""state"":null,""street"":""Bronkhorsterstraat 9""}",BLACK BASALT,BX4.1DOX1-100035L150,STAIR,"BAZAN XÁM, Bậc thang L-Mặt trên và 2 cạnh dài đốt chải, mũi L đốt, giống U profile, vạt mép tất cả cạnh 2mm (hình số 3).",Premium,2024-03-25,2024-06-14,"Black basalt Steps
Top face & 2 long edges flamed & brushed; with nose  in black basalt flamed , same as U profile .2 mm chamfered all around (Drawing No.3)",100,35,15,16,1,5.6,0.84,16,2.27,63,USD/PC,1008
Black Basalt Poolcovers 57.7306/3,0124/X112,X11.2,Nhóm đầu 1,"{""city"":""KL, Hengelo GLD?, GELDERLAND"",""country"":""Netherlands"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""7255"",""state"":null,""street"":""Bronkhorsterstraat 9""}",BLACK BASALT,BX6.1DOX1-057730U6/3,"Pool surrounding,Window sill, covering","BAZAN XÁM, Đá bo hồ bơi-Mặt đốt, cạnh cưa, vạt mép 2mm, đáy cắt 6/3 cạnh bo tròn R=3 và hone (như LSX 010322)",Economy,2024-03-25,2024-06-14,"Black basalt Poolcovers
Top side flamed, bottom sawn, heads sawn, front edge 6cm honed and up and down chamfered - back edges (3cm) also honed and up and down chamfered 2mm.",577,30,6,12,1,20.77,1.25,69.24,3.37,21.42,USD/PC,257.04
Absolute Basalt Stair 1003515 (8),02/A-X21.2/24,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD4.1DOX0-1000350150,STAIR,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2024-03-22,2024-03-13,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm",100,35,15,96,12,33.6,5.04,96,14.87,55.44,USD/PC,5322.24
Absolute Basalt Paving 35156 (128),02/A-X21.2/24,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD1.3DOX1-0350150060,Exterior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm",Common,2024-03-22,2024-03-13,"Absolute Black Basalt Paving Top side flamed, waterjet finished, sawn edges & chamfered",35,15,6,256,2,13.44,0.81,89.6,2.38,38.2,USD/M2,513.41
Absolute Basalt Tiles 90603 (20),02/A-X21.2/24,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD7.2DOX1-0900600030,Interior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Premium,2024-03-22,2024-03-13,"Absolute Black Basalt Tiles  Surface flamed and water jet, sawn edges & chamfered",90,60,3,75,3,40.5,1.22,67.5,3.58,34.8,USD/M2,1409.4
Absolute Basalt Tiles 60603 (34),02/A-X21.2/24,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD7.1DOX1-0600600030,Interior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Premium,2024-03-22,2024-03-13,"Absolute Basalt Tiles Top flamed and water jet finished, other sides sawn, beveled 3mm",60,60,3,136,4,48.96,1.47,81.6,4.33,33.5,USD/M2,1640.16
Absolute Basalt Cubic 998 (726),02/A-X21.2/24,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD1.1DOX3-0090090080,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",Common,2024-03-22,2024-03-13,"Absolute Basalt Cobble  Top side flamed waterjet finished, bottom sawn, others hand cut.",9,9,8,1452,2,11.76,0.94,130.68,2.5,46.4,USD/M2,545.72
Bluestone Cubic 10105 (720),01/A-X499/24,X49,Nhóm đầu 4,"{""city"":""CO DUBLIN"",""country"":""Ireland"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""D11 XK03"",""state"":null,""street"":""BULLSTOWN, THE WARD""}",BLUESTONE,MB1.1GCR0-0100100050,Exterior_Tiles,"BLUESTONE, Cubic-Giả cổ rung",Common,2024-03-20,2024-06-11,Vietnamese Bluestone Cobbles  Antique vibrated + calibrated + tumbled,10,10,5,3600,5,36,1.8,360,4.86,22.6,USD/M2,813.6
Bluestone Cubic 20105 (360),01/A-X499/24,X49,Nhóm đầu 4,"{""city"":""CO DUBLIN"",""country"":""Ireland"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""D11 XK03"",""state"":null,""street"":""BULLSTOWN, THE WARD""}",BLUESTONE,MB1.1GCR0-0200100050,Exterior_Tiles,"BLUESTONE, Cubic-Giả cổ rung",Common,2024-03-20,2024-06-11,Vietnamese Bluestone Cobbles  Antique vibrated + calibrated + tumbled,20,10,5,18360,51,367.2,18.36,3672,49.57,22.2,USD/M2,8151.84
Black Basalt Paving 60305,01/A-X9.1/24,X9.1,Nhóm đầu 9,"{""city"":null,""country"":""Mauritius"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""Royal Road, La Paix, Piton""}",BLACK BASALT,BX1.1DOX3-0600300050,Exterior_Tiles,"BAZAN XÁM, Paving-Mặt đốt chải, 4 cạnh chẻ tay, đáy cưa",Common,2024-03-20,2024-04-16,"Black Basalt Paving 
Top flamed, 4 sides natural split, bottom sawn",60,30,5,1008,21,181.44,9.07,604.8,25.42,6.83,USD/PC,6884.64
Absolute Basalt Tiles 60603 (34),01/A-X21.2/24,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD7.1DOX1-0600600030,Interior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Premium,2024-03-15,2024-03-06,"Absolute Basalt Tiles Top flamed and water jet finished, other sides sawn, beveled 3mm",60,60,3,102,3,36.72,1.1,61.2,3.25,33.5,USD/M2,1230.12
Absolute Basalt Cubic 998 (726),01/A-X21.2/24,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD1.1DOX3-0090090080,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",Common,2024-03-15,2024-03-06,"Absolute Basalt Cobble  Top side flamed waterjet finished, bottom sawn, others hand cut.",9,9,8,1452,2,11.76,0.94,130.68,2.5,46.4,USD/M2,545.72
Black Basalt Tiles 132.1664,01A-X87/24 (Additional for Project),X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX7.2DOX1-1321660040,Interior_Tiles,"BAZAN XÁM, Đá lát-Mặt Đốt chải  52"" x 26"" x 1.56""",Premium,2024-03-15,2024-04-26,"PV-6-Grey Basalt Tiles - Interior  Flamed brushed surface 52"" x 26"" x 1.56""",132.1,66,4,12,1,10.46,0.42,15.85,1.13,49.5,USD/M2,517.88
Absolute Basalt Tiles 90603 (20),01/A-X21.2/24,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD7.2DOX1-0900600030,Interior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Premium,2024-03-15,2024-03-06,"Absolute Black Basalt Tiles  Surface flamed and water jet, sawn edges & chamfered",90,60,3,50,2,27,0.81,45,2.39,34.8,USD/M2,939.6
Absolute Basalt Paving 35156 (128),01/A-X21.2/24,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD1.3DOX1-0350150060,Exterior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm",Common,2024-03-15,2024-03-06,"Absolute Black Basalt Paving Top side flamed, waterjet finished, sawn edges & chamfered",35,15,6,256,2,13.44,0.81,89.6,2.38,38.2,USD/M2,513.41
Absolute Basalt Stair 1003515 (8),01/A-X21.2/24,X21.2,Nhóm đầu 2,"{""city"":""Delbrück"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33129"",""state"":null,""street"":""Wiebeler Str. 62""}",ABSOLUTE BASALT,BD4.1DOX0-1000350150,STAIR,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2024-03-15,2024-03-06,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm",100,35,15,112,14,39.2,5.88,112,17.35,55.44,USD/PC,6209.28
Absolute Basalt Tiles 100303 (30),01/A-X23.1/24,X23.1,Nhóm đầu 2,"{""city"":""Mechernich"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""53894"",""state"":null,""street"":""Zülpicher Str. 16""}",ABSOLUTE BASALT,BD7.1DOX1-1000300030,Interior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Premium,2024-03-12,2024-05-11,"Absolute Basalt Tiles Top flamed and water jet finished, other sides sawn, beveled 3mm",100,30,3,24,,7.2,0.22,24,0.64,10.5,USD/PC,252
Absolute Basalt Palisade 100258 (20),01/A-X23.1/24,X23.1,Nhóm đầu 2,"{""city"":""Mechernich"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""53894"",""state"":null,""street"":""Zülpicher Str. 16""}",ABSOLUTE BASALT,BD3.1DOX0-1000250080,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2024-03-12,2024-05-11,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,100,25,8,240,10,60,4.8,240,14.16,19,USD/PC,4560
Absolute Basalt Stair 1003515 (8),01/A-X23.1/24,X23.1,Nhóm đầu 2,"{""city"":""Mechernich"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""53894"",""state"":null,""street"":""Zülpicher Str. 16""}",ABSOLUTE BASALT,BD4.1DOX0-1000350150,STAIR,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2024-03-12,2024-05-11,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm",100,35,15,60,6,21,3.15,60,9.29,51.45,USD/PC,3087
Absolute Basalt Cubic 20106,01-X65/21,X65,Nhóm đầu 6,"{""city"":null,""country"":""China"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""Room 301,3/F,No. 2, Bldg. 27, Yongsheng Village,  Jiangdong,Yiwu City, Jinhua, Zhejiang""}",ABSOLUTE BASALT,BD1.1DOX1-0200100060,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, 4 cạnh cưa, đáy cưa.",Common,2024-03-11,2021-09-20,"Absolute Black Basalt Cobbles  Top flamed+ water jet, 5 sides sawn cut",20,10,6,450,1,9,0.54,90,1.59,35.5,USD/M2,319.5
Absolute Basalt Cubic 10106 (900),01-X65/21,X65,Nhóm đầu 6,"{""city"":null,""country"":""China"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""Room 301,3/F,No. 2, Bldg. 27, Yongsheng Village,  Jiangdong,Yiwu City, Jinhua, Zhejiang""}",ABSOLUTE BASALT,BD1.1DOX3-0100100060,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa.",Common,2024-03-11,2021-09-20,"Extreme Basalt Paving  Top flamed + water jet finished, 4 sides split, bottom sawn",10,10,6,14400,16,144,8.64,1440,25.49,34.5,USD/M2,4968
Black Basalt Cubic 10104 (450),02-X65/21,X65,Nhóm đầu 6,"{""city"":null,""country"":""China"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""Room 301,3/F,No. 2, Bldg. 27, Yongsheng Village,  Jiangdong,Yiwu City, Jinhua, Zhejiang""}",BLACK BASALT,BX1.1CTA0-0100100040,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2024-03-11,2021-09-28,Black Basalt Cube  All sides natural split,10,10,4,25200,28,252,10.08,2520,26.71,13.6,USD/M2,3427.2
Absolute Basalt Cubic 20106,01-X65/21,X65,Nhóm đầu 6,"{""city"":null,""country"":""China"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""Room 301,3/F,No. 2, Bldg. 27, Yongsheng Village,  Jiangdong,Yiwu City, Jinhua, Zhejiang""}",ABSOLUTE BASALT,BD1.1CTA1-0200100060,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt chẻ tay tự nhiên, 4 cạnh cưa, đáy cưa.",Common,2024-03-11,2021-09-20,"Absolute Black Basalt Cobbles  
Top natural split, other sides sawn",20,10,6,450,1,9,0.54,90,1.59,34,USD/M2,306
Absolute Basalt Cubic 10106 (900),01-X65/21,X65,Nhóm đầu 6,"{""city"":null,""country"":""China"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""Room 301,3/F,No. 2, Bldg. 27, Yongsheng Village,  Jiangdong,Yiwu City, Jinhua, Zhejiang""}",ABSOLUTE BASALT,BD1.1CTA1-0100100060,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt chẻ tay tự nhiên, 4 cạnh cưa, đáy cưa.",Common,2024-03-11,2021-09-20,"Absolute Black Basalt Cobbles  Top natural split, other sides sawn",10,10,6,14400,16,144,8.64,1440,25.49,33,USD/M2,4752
Absolute Basalt Slab 10877.53,01/A-X269/24,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD9.1DOX4-1080775030,SLAB,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt nước, tất cả cạnh cưa, mặt trước và 2 cạnh ngắn hon, vạt mép 3mm.",Super premium,2024-03-06,2024-05-30,"Absolute Black Basalt Slab 
all sides sawn, top surface flamed+waterbrushed+ bevelled 3mm, front side and 2 short sides honed+bevelled 3mm",108,77.5,3,1,,0.84,0.03,1.08,0.07,90,USD/PC,90
Black Basalt Cubic 201010,01/A-X34/24,X34,Nhóm đầu 3,"{""city"":""Ardon - Suisse"",""country"":""Switzerland"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""1957"",""state"":null,""street"":""Avenue Neuve 18""}",BLACK BASALT,BX1.1CTA0-0200100100,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2024-03-05,2024-05-03,Black Basalt Cubic Hand split (Packing in wooden crate),20,10,10,4200,14,84,8.4,840,20.03,117.4,USD/TON,2351.52
