contract_product_name,contract_name,account_code,customer_regional_group,billing_country,stone_color_type,sku,application_code,application,application_vn,processing_code,processing_name,family,segment,created_date,fy_year,product_description,product_description_vn,length_cm,width_cm,height_cm,quantity,crates,m2,m3,ml,tons,sales_price,charge_unit,total_price_usd,price_m3,volume_m3,area_m2,specific_gravity,hs_coefficient
Absolute Basalt Risers 120353 (25),04/A-X399/25 (Đá đen),X39,Nhóm đầu 3,France,BD,BD4.1DOX4-1200350030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Super premium,2025-03-03,2025.0,"Extreme Basalt Risers Top flamed, water jet finished, 1 long side honed with 2 edges beveled 3/3mm","BAZAN ĐEN, Ốp bậc thang-Mặt đốt xịt nước, 1 cạnh dài hon, mép trên và dưới của cạnh hon vạt 3mm/45o",120.0,35.0,3.0,75.0,3.0,31.5,0.95,90.0,2.79,19.28,USD/PC,1446.0,1522.1052631578948,0.0126,0.42,2.95,1.0
Black Basalt Palisade 601212 (56),04/A-X399/25 (Đá xám),X39,Nhóm đầu 3,France,BX,BX3.1CTA0-0600120120,3.1,Palisades,Đá cây,CTA,Split Handmade,PALISADE,Common,2025-02-27,2025.0,,"BAZAN XÁM, Đá cây-Cưa lột",60.0,12.0,12.0,56.0,1.0,4.03,0.48,33.6,1.31,4.45,USD/PC,249.2,519.1666666666666,0.00864,0.072,2.7,1.0
Black Basalt Cubic 161616 (144),01/A-X269/25,X26,Nhóm đầu 2,Germany,BX,BX1.1CTA0-0160160160,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-02-27,2025.0,Black Basalt Cubes All sides natural split,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",16.0,16.0,16.0,2880.0,20.0,73.73,11.8,460.8,28.13,57.6,USD/M2,4246.73,359.89237288135587,0.004096,0.0256,2.65,0.9
Black Basalt Palisade 1201212 (28),04/A-X399/25 (Đá xám),X39,Nhóm đầu 3,France,BX,BX3.1CTA0-1200120120,3.1,Palisades,Đá cây,CTA,Split Handmade,PALISADE,Common,2025-02-27,2025.0,Black Basalt Palisades Hand made,"BAZAN XÁM, Đá cây-Chẻ tay tự nhiên",120.0,12.0,12.0,112.0,4.0,16.13,1.94,134.4,5.13,10.2,USD/PC,1142.4,588.8659793814434,0.01728,0.144,2.65,1.0
Black Basalt Cubic 999 (726),01/A-X269/25,X26,Nhóm đầu 2,Germany,BX,BX1.1CTA0-0090090090,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-02-27,2025.0,Black Basalt Cubic All sides natural split,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",9.0,9.0,9.0,15972.0,22.0,129.37,11.64,1437.48,27.77,33.3,USD/M2,4308.13,370.11426116838487,0.000729,0.0081,2.65,0.9
Black Basalt Palisade 401212 (90),04/A-X399/25 (Đá xám),X39,Nhóm đầu 3,France,BX,BX3.1CTA0-0400120120,3.1,Palisades,Đá cây,CTA,Split Handmade,PALISADE,Common,2025-02-27,2025.0,Black Basalt Palisades Hand made,"BAZAN XÁM, Đá cây-Chẻ tay tự nhiên",40.0,12.0,12.0,180.0,2.0,8.64,1.04,72.0,2.8,2.84,USD/PC,511.2,491.5384615384615,0.00576,0.048,2.7,1.0
Black Basalt Cubic 10108 (700) M2,04/A-X399/25 (Đá xám),X39,Nhóm đầu 3,France,BX,BX1.1CTA0-0100100080,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-02-27,2025.0,Black Basalt Cubes   All side handmade,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",10.0,10.0,8.0,24500.0,35.0,245.0,19.6,2450.0,46.75,27.2,USD/M2,6664.0,340.0,0.0008,0.01,2.65,0.875
Black Basalt Stepping 35-553 (80),02/A-X87/25,X87,Nhóm đầu 8,United State,BX,BX1.3DOX0-0550V35030,1.3,Paving stone / Paving slab,Đá lát ngoài trời,DOX,Flamed Water,Exterior_Tiles,Premium,2025-02-26,2025.0,"Black Basalt Stepping Stone Top flamed, natural stone skin","BAZAN XÁM, Đá vành-Mặt đốt, xung quanh da đá tự nhiên.",45.0,45.0,3.0,80.0,1.0,16.2,0.49,36.0,1.31,5.8,USD/PC,464.0,946.9387755102041,0.006075,0.2025,2.7,1.0
Bluestone Paving 15155 (320),02/X369/25,X36,Nhóm đầu 3,France,MB,MB1.3MCA0-0150150050,1.3,Paving stone / Paving slab,Đá lát ngoài trời,MCA,Sandblasted,Exterior_Tiles,Economy,2025-02-24,2025.0,"Bluestone Paving 
Sandblasted","BLUESTONE, Đá lát-Quay mẻ CLC",15.0,15.0,5.0,8960.0,28.0,201.6,10.08,1344.0,27.22,18.2,USD/M2,3669.12,364.0,0.001125,0.0225,2.7,1.0
Bluestone Tiles 40402 (100),02/X369/25,X36,Nhóm đầu 3,France,MB,MB1.2QME0-0400400020,1.2,Other (1.2),Khác (1.2),QME,Tumbled,Exterior_Tiles,Common,2025-02-24,2025.0,Bluestone Tiles Premium tumbled,"BLUESTONE, Đá lát-Quay mẻ.",40.0,40.0,2.0,3100.0,31.0,496.0,9.92,1240.0,26.78,14.5,USD/M2,7192.0,725.0,0.0032,0.16,2.7,1.0
Absolute Basalt Tiles 60403 (34),03/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0600400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-02-20,2025.0,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",60.0,40.0,3.0,204.0,6.0,48.96,1.47,122.4,4.33,26.2,USD/M2,1282.75,872.6190476190476,0.0072,0.24,2.95,1.0
Absolute Basalt Stair 1253515 (8),03/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1250350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-02-20,2025.0,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt, xịt nước, cạnh dài vạt mép 6mm, cạnh ngắn vạt mép 4mm.",125.0,35.0,15.0,30.0,5.0,13.13,1.97,37.5,5.81,63.98,USD/PC,1919.4,974.3147208121828,0.065625,0.4375,2.95,1.0
Absolute Basalt Stair 1503515 (6),03/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1500350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-02-20,2025.0,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",150.0,35.0,15.0,36.0,6.0,18.9,2.84,54.0,8.36,78.75,USD/PC,2835.0,998.2394366197184,0.07875,0.525,2.95,1.0
Absolute Basalt Stair 1003515 (8),03/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1000350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-02-20,2025.0,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,35.0,15.0,24.0,3.0,8.4,1.26,24.0,3.72,50.4,USD/PC,1209.6,959.9999999999999,0.0525,0.35,2.95,1.0
Absolute Basalt Stair 753515 (10),03/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD4.1DOX0-0750350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-02-20,2025.0,Absolute Basalt Steps  All sides flamed waterjet finished all edges beveled,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",75.0,35.0,15.0,10.0,1.0,2.63,0.39,7.5,1.16,34.69,USD/PC,346.9,889.4871794871794,0.039375,0.2625,2.95,1.0
Absolute Basalt Stair 503515 (10),03/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD4.1DOX0-0500350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-02-20,2025.0,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",50.0,35.0,15.0,20.0,2.0,3.5,0.53,10.0,1.55,22.31,USD/PC,446.2,841.8867924528302,0.02625,0.175,2.95,1.0
Absolute Basalt Palisade 125258 (18),03/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD3.1DOX0-1250250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-02-20,2025.0,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",125.0,25.0,8.0,36.0,2.0,11.25,0.9,45.0,2.66,25.5,USD/PC,918.0,1020.0,0.025,0.3125,2.95,1.0
Absolute Basalt Cubic 12128 (448),03/A-X399/25,X39,Nhóm đầu 3,France,BD,BD1.1DOX1-0120120080,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Premium,2025-02-07,2025.0,"Absolute Black Basalt Cobbles  Top flamed+ water jet, 5 sides sawn cut","BAZAN ĐEN, Cubic-Mặt đốt xịt nước, 4 cạnh cưa, đáy cưa.",12.0,12.0,8.0,4130.0,10.0,59.47,4.76,495.6,14.04,65.36,USD/M2,3887.09,816.6155462184875,0.001152,0.0144,2.95,1.0
Black Basalt Wallstones 402020 (30),12/A-X21.2/24,X21.2,Nhóm đầu 2,Germany,BX,BX2.1CTA0-0400200200,2.1,Wall stone / Wall brick,Đá xây tường rào,CTA,Split Handmade,WALLSTONE,Economy,2025-02-05,2025.0,Black Basalt Wallstones All sides natural split,"BAZAN XÁM, Đá tường rào-Chẻ tay tự nhiên",40.0,20.0,20.0,360.0,12.0,28.8,5.76,144.0,15.26,5.6,USD/PC,2016.0,350.0,0.016,0.08,2.65,1.0
Black Basalt Cubic 1897-9 (330),12/A-X21.2/24,X21.2,Nhóm đầu 2,Germany,BX,BX1.1CTA3-01800907-9,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-02-05,2025.0,Black Basalt Cubic Hand split (Packing in wooden crate),"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",18.0,9.0,8.0,3960.0,12.0,64.15,5.13,712.8,12.24,130.0,USD/TON,1591.2,310.17543859649123,0.001296,0.0162,2.65,0.9
Bluestone Tiles 15152 (800),01/X369/25,X36,Nhóm đầu 3,France,MB,MB1.2QME0-0150150020,1.2,Other (1.2),Khác (1.2),QME,Tumbled,Exterior_Tiles,Common,2025-02-03,2025.0,Bluestone Tiles Tumbled,"BLUESTONE, Đá lát-Quay mẻ",15.0,15.0,2.0,33600.0,42.0,756.0,15.12,5040.0,40.82,10.4,USD/M2,7862.4,520.0,0.00045,0.0225,2.7,1.0
Absolute Basalt Tiles 139.344.38,02/A-X399/25,X39,Nhóm đầu 3,France,BD,BD9.1DOX1-1393443080,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Premium,2025-02-03,2025.0,"Absolute Basalt Tiles  Surface flamed - waterjet, 1 long side and 2 heads honed and edges chamfered","BAZAN ĐEN, Đá slab - Mặt đốt xịt nước, 1 cạnh dài và 2 đầu hone, vạt mép",139.3,44.3,8.0,1.0,,0.62,0.05,1.39,0.15,69.3,USD/PC,69.3,1385.9999999999998,0.049367919999999996,0.617099,2.95,1.0
Absolute Basalt Tiles 139.327.38,02/A-X399/25,X39,Nhóm đầu 3,France,BD,BD9.1DOX1-1393273080,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Premium,2025-02-03,2025.0,"Absolute Basalt Tiles  Surface flamed - waterjet, 1 long side and 2 heads honed and edges chamfered","BAZAN ĐEN, Đá slab - Mặt đốt xịt nước, 1 cạnh dài và 2 đầu hone, vạt mép",139.3,27.3,8.0,5.0,,1.9,0.15,6.97,0.45,42.8,USD/PC,214.0,1426.6666666666667,0.03042312,0.38028900000000004,2.95,1.0
Absolute Basalt Tiles 60403 (34),01/A-X45/25,X45,Nhóm đầu 4,Ireland,BD,BD7.1DOX1-0600400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-02-03,2025.0,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",60.0,40.0,3.0,1258.0,37.0,301.92,9.06,754.8,26.72,26.2,USD/M2,7910.3,873.1015452538632,0.0072,0.24,2.95,1.0
Absolute Basalt Tiles 10102 (1800),01/A-X45/25,X45,Nhóm đầu 4,Ireland,BD,BD7.1DOX1-0100100020,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-02-03,2025.0,"Absolute Black Basalt Tiles Surface flamed and water jet, sawn edges & chamfered","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",10.0,10.0,2.0,1800.0,1.0,18.0,0.36,180.0,1.06,24.2,USD/M2,435.6,1210.0,0.0002,0.01,2.95,1.0
Bluestone Tiles 30302.5 (160),01/X369/25,X36,Nhóm đầu 3,France,MB,MB1.2QME0-0300300025,1.2,Other (1.2),Khác (1.2),QME,Tumbled,Exterior_Tiles,Common,2025-02-03,2025.0,Bluestone Tiles  Premium tumbled,"BLUESTONE, Đá lát-Quay mẻ.",30.0,30.0,2.5,2240.0,14.0,201.6,5.04,672.0,13.61,13.2,USD/M2,2661.12,528.0,0.00225,0.09,2.7,1.0
Black Basalt Kerbs 1003010 (14),01-X09-25,X09,Nhóm đầu 0,Denmark,BX,BX3.1CLO0-1000300100,3.1,Palisades,Đá cây,CLO,Sawn then Cleaved,PALISADE,Common,2025-01-17,2025.0,"Black Basalt Kerbs 
6 sides natural/ pineappled.  
No sawn allowed","BAZAN XÁM, Đá cây-6 mặt cưa lột tay tự nhiên, không có vết cưa, hạn chế tối đa vết nêm",100.0,30.0,10.0,336.0,24.0,100.8,10.08,336.0,27.22,17.6,USD/PC,5913.6,586.6666666666667,0.03,0.3,2.7,1.0
Basalt Slab 71.122.95 (B),01/A-X87/25,X87,Nhóm đầu 8,United State,BX,BX9.1DOX2-071122950B,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Super premium,2025-01-13,2025.0,"Black Basalt Slab
Flamed Brushed surface, ONE 9"" edge - 45 degree miter","BAZAN XÁM, Đá tấm- Mặt đốt, cạnh ngắn (22.9cm) cắt góc 45 độ (xem hình vẽ)",71.1,22.9,5.0,6.0,,0.98,0.05,4.27,0.13,14.08,USD/PC,84.48,1689.6,0.00814095,0.162819,2.7,1.0
Basalt Slab 71.122.95 (A),01/A-X87/25,X87,Nhóm đầu 8,United State,BX,BX9.1DOX2-071122950A,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Premium,2025-01-13,2025.0,"Black Basalt Slab
Flamed Brushed surface & Both 28"" edges","BAZAN XÁM, Đá tấm- Mặt và 2 cạnh dài (71.1cm) đốt (xem hình vẽ)",71.1,22.9,5.0,5.0,,0.81,0.04,3.56,0.11,10.58,USD/PC,52.9,1322.5,0.00814095,0.162819,2.7,1.0
Basalt Slab 55.922.95 (A),01/A-X87/25,X87,Nhóm đầu 8,United State,BX,BX9.1DOX2-055922950A,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Premium,2025-01-13,2025.0,"Black Basalt Slab
Flamed Brushed surface, ONE 22"" and Left 9"" edge","BAZAN XÁM, Đá tấm- Mặt và cạnh dài (55.9cm) và cạnh ngắn phía trái (22.9cm) đốt",55.9,22.9,5.0,3.0,,0.38,0.02,1.68,0.05,8.32,USD/PC,24.96,1248.0,0.00640055,0.12801099999999999,2.7,1.0
Basalt Slab 55.922.95 (B),01/A-X87/25,X87,Nhóm đầu 8,United State,BX,BX9.1DOX2-055922950B,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Premium,2025-01-13,2025.0,"Black Basalt Slab
Flamed Brushed surface, ONE 22"" and Right 9"" edge","BAZAN XÁM, Đá tấm- Mặt và cạnh dài (55.9cm) và cạnh ngắn phía phải (22.9cm) đốt",55.9,22.9,5.0,3.0,,0.38,0.02,1.68,0.05,8.32,USD/PC,24.96,1248.0,0.00640055,0.12801099999999999,2.7,1.0
Basalt Slab 55.922.95 (C),01/A-X87/25,X87,Nhóm đầu 8,United State,BX,BX9.1DOX2-0559G22950,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Super premium,2025-01-13,2025.0,"Black Basalt Slab
Flamed Brushed surface, ONE 9"" edge - 45 degree miter","BAZAN XÁM, Đá tấm- Mặt đôt, cạnh ngắn  cắt 1 góc 45 độ (xem hình vẽ)",55.9,22.9,5.0,5.0,,0.64,0.03,2.8,0.09,11.82,USD/PC,59.1,1970.0000000000002,0.00640055,0.12801099999999999,2.7,1.0
Basalt Slab 101.650.82.5,01/A-X87/25,X87,Nhóm đầu 8,United State,BX,BX9.1DOX1-1016508025,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Super premium,2025-01-13,2025.0,"Black Basalt Slab
Flamed surface","BAZAN XÁM, Đá tấm- Mặt đốt, cạnh cưa",101.6,50.8,2.5,205.0,,105.81,2.65,208.28,7.14,21.42,USD/PC,4391.1,1657.0188679245284,0.012903199999999998,0.5161279999999999,2.7,1.0
Basalt Slab 101.650.85 (B),01/A-X87/25,X87,Nhóm đầu 8,United State,BX,BX9.1DOXD-1016508050,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Premium,2025-01-13,2025.0,"Black Basalt Slab
Flamed surface & ONE 40"" Side.","BAZAN XÁM, Đá tấm- Mặt và cạnh dài (101.6cm) đốt",101.6,50.8,5.0,7.0,,3.61,0.18,7.11,0.49,36.13,USD/PC,252.91,1405.0555555555557,0.025806399999999997,0.5161279999999999,2.7,1.0
Basalt Slab 101.650.85 (A),01/A-X87/25,X87,Nhóm đầu 8,United State,BX,BX9.1DOXN-1016508050,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Premium,2025-01-13,2025.0,"Black Basalt Slab
Flamed surface & ONE 20"" Side.","BAZAN XÁM, Đá tấm- Mặt và cạnh ngắn (50.8cm) đốt",101.6,50.8,5.0,20.0,,10.32,0.52,20.32,1.39,36.13,USD/PC,722.6,1389.6153846153845,0.025806399999999997,0.5161279999999999,2.7,1.0
Absolute Basalt Palisade 75258 (28),01/A-X399/25,X39,Nhóm đầu 3,France,BD,BD3.1DOX0-0750250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-01-09,2025.0,Extreme Basalt Palisades   All sides flamed + water jet finished All edge beveled,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",75.0,25.0,8.0,84.0,3.0,15.75,1.26,63.0,3.72,13.82,USD/PC,1160.88,921.3333333333334,0.015,0.1875,2.95,1.0
Absolute Basalt Stair 1003515 (8),01/A-X399/25,X39,Nhóm đầu 3,France,BD,BD4.1DOX0-1000350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-01-09,2025.0,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,35.0,15.0,40.0,5.0,14.0,2.1,40.0,6.2,51.45,USD/PC,2058.0,980.0,0.0525,0.35,2.95,1.0
Absolute Basalt Palisade 100258 (20),01/A-X399/25,X39,Nhóm đầu 3,France,BD,BD3.1DOX0-1000250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-01-09,2025.0,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,25.0,8.0,80.0,4.0,20.0,1.6,80.0,4.72,19.54,USD/PC,1563.2,977.0,0.02,0.25,2.95,1.0
Absolute Basalt Copings 100254 (25),01/A-X399/25,X39,Nhóm đầu 3,France,BD,BD2.2DOX4-1000250040,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Super premium,2025-01-09,2025.0,"Extreme Basalt Covering Top flamed + water jet, 2 Long sides honed with 2 drain drop, 4 long edges beveled 3/3mm.","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",100.0,25.0,4.0,75.0,3.0,18.75,0.75,75.0,2.21,15.2,USD/PC,1140.0,1520.0,0.01,0.25,2.95,1.0
Absolute Basalt Border 60206 (48),01/A-X399/25,X39,Nhóm đầu 3,France,BD,BD3.2DOX0-0600200060,3.2,Border / Kerbs,Đá bó vỉa hè loại thẳng,DOX,Flamed Water,PALISADE,Premium,2025-01-09,2025.0,"Extreme Basalt Border  All sides flamed + water jet, all edges beveled 3/3mm","BAZAN ĐEN, Đá cây-Tất cả các mặt đốt xịt nước, vạt mép 3mm/45o.",60.0,20.0,6.0,144.0,3.0,17.28,1.04,86.4,3.06,6.48,USD/PC,933.12,897.2307692307692,0.0072,0.12,2.95,1.0
Absolute Basalt Cubic 10106 (900),01/A-X399/25,X39,Nhóm đầu 3,France,BD,BD1.1DOX3-0100100060,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2025-01-09,2025.0,"Extreme Basalt Paving  Top flamed + water jet finished, 4 sides split, bottom sawn","BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa.",10.0,10.0,6.0,5400.0,6.0,54.0,3.24,540.0,9.56,35.7,USD/M2,1927.8,595.0,0.0006,0.01,2.95,1.0
Black Basalt Stepping 20-3040-504-6 (56),03-X09/24,X09,Nhóm đầu 0,Denmark,BX,BX1.3CTA0-0500V30060,1.3,Paving stone / Paving slab,Đá lát ngoài trời,CTA,Split Handmade,Exterior_Tiles,Premium,2024-12-26,2024.0,Black Basalt Stepping Stone All side natural split,"BAZAN XÁM, Đá vành-Tất cả các cạnh tự nhiên, không có vết nêm.",45.0,25.0,5.0,112.0,2.0,12.6,0.63,50.4,1.7,5.1,USD/PC,571.2,906.6666666666667,0.005625,0.1125,2.7,1.0
Absolute Basalt Cubic 10108 (700),09A-X27/24 (bổ sung),X27,Nhóm đầu 2,Germany,BD,BD1.1DOX3-0100100080,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2024-12-17,2024.0,"Absolute Black Basalt Cobble  Top sides flamed and waterjet, 4  sides split & bottom sawn","BAZAN ĐEN, Cubic-Mặt trên đốt xịt nước, 4 cạnh chẻ tay tự nhiên, đáy cưa.",10.0,10.0,8.0,4900.0,7.0,49.0,3.92,490.0,10.41,210.92,USD/TON,2195.68,560.1224489795918,0.0008,0.01,2.95,0.9
Absolute Basalt Stair 1203515 (8),09A-X27/24 (bổ sung),X27,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1200350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2024-12-17,2024.0,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",120.0,35.0,15.0,16.0,2.0,6.72,1.01,19.2,2.97,61.74,USD/PC,987.84,978.059405940594,0.063,0.42,2.95,1.0
Absolute Basalt Stair 1003515 (8),09A-X27/24 (bổ sung),X27,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1000350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2024-12-17,2024.0,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,35.0,15.0,20.0,2.0,7.0,1.05,20.0,3.1,51.45,USD/PC,1029.0,980.0,0.0525,0.35,2.95,1.0
Absolute Basalt Palisade 120356 (20),09A-X27/24 (bổ sung),X27,Nhóm đầu 2,Germany,BD,BD3..1DOX0-12003500060,3..,Other (3..),Khác (3..),DOX,Flamed Water,Exterior_Tiles,Premium,2024-12-17,2024.0,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled","BAZAN ĐEN, Đá lát-6 mặt đốt xịt nước, vạt mép 3mm",120.0,35.0,6.0,20.0,1.0,8.4,0.5,24.0,1.49,29.61,USD/PC,592.2,1184.4,0.0252,0.42,2.95,1.0
Black Basalt Palisade 751212 (45),02-X11.3-24,X11.3,Nhóm đầu 1,Netherlands,BX,BX3.1CLO0-0750120120,3.1,Palisades,Đá cây,CLO,Sawn then Cleaved,PALISADE,Common,2024-12-13,2024.0,Black Basalt Palisade All sides sawn + pineappled,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",75.0,12.0,12.0,225.0,5.0,20.25,2.43,168.75,6.56,5.32,USD/PC,1197.0,492.59259259259255,0.0108,0.09,2.7,1.0
Black Basalt Cubic 14146-8,02-X11.3-24,X11.3,Nhóm đầu 1,Netherlands,BX,BX1.1CTA0-01401406-8,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2024-12-13,2024.0,"Basalt cubes Natural split, loose container packing.","BAZAN XÁM, Cubic-Chẻ tay tự nhiên",14.0,14.0,8.0,3430.0,10.0,67.23,5.38,480.2,12.47,129.38,USD/TON,1613.37,299.8828996282528,0.001568,0.0196,2.65,0.9
Black Basalt Cubic 10106-8,02-X11.3-24,X11.3,Nhóm đầu 1,Netherlands,BX,BX1.1CTA0-01001006-8,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2024-12-13,2024.0,"Black Basalt Cubic
Hand split (packed in wooden crates)","BAZAN XÁM, Cubic-Chẻ tay tự nhiên",10.0,10.0,8.0,4800.0,6.0,48.0,3.84,480.0,9.16,125.79,USD/TON,1152.24,300.0625,0.0008,0.01,2.65,0.9
